,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
7580,"Sharma, Vivek A.",PHYS 2A,WI16,232,0.815,0.616,6.78,189,143,B ,3.22,B ,3.06
7581,"Sharma, Vivek A.",PHYS 2A,WI16,153,0.843,0.627,6.83,129,96,B+ ,3.32,B ,3.06
7582,"Groisman, Alexander",PHYS 2B,WI16,156,0.8220000000000001,0.726,7.0,128,113,B ,3.11,B- ,2.86
7583,"Anderson, Michael G.",PHYS 2BL,WI16,42,0.78,0.878,6.65,33,37,B+ ,3.63,B+ ,3.41
7584,"Palacci, Jeremie",PHYS 2C,WI16,138,0.8859999999999999,0.667,6.18,122,92,B ,3.26,C+ ,2.58
7585,"Schuller, Ivan K",PHYS 2CL,WI16,130,0.475,0.583,7.89,62,76,B ,3.28,B ,3.1
7586,"Hirsch, Jorge Eduardo",PHYS 2D,WI16,56,0.8109999999999999,0.434,7.01,45,24,B- ,2.78,C+ ,2.67
7587,"Paar, Hans Peter",PHYS 4A,WI16,33,0.813,0.75,6.5,27,25,B ,3.0,B- ,2.72
7588,"Averitt, Richard Douglas",PHYS 4D,WI16,17,1.0,1.0,6.5,17,17,B ,3.29,B ,3.04
7589,"Sandstrom, Karin Marie",PHYS 7,WI16,22,1.0,1.0,4.5,22,22,B+ ,3.59,B+ ,3.34
7590,"Galderisi, Peter",POLI 100C,WI16,30,0.7859999999999999,0.821,4.36,24,25,B+ ,3.4,B+ ,3.4
7591,"Popkin, Samuel L.",POLI 100DA,WI16,14,0.6920000000000001,0.6920000000000001,4.96,10,10,B ,3.23,B- ,2.84
7592,"Fowler, James",POLI 100F,WI16,12,1.0,1.0,2.5,12,12,A- ,3.73,B+ ,3.58
7593,"Fletcher, Nathan",POLI 100G,WI16,21,1.0,1.0,5.0,21,21,A- ,3.82,B+ ,3.42
7594,"Galderisi, Peter",POLI 102C,WI16,24,0.9129999999999999,1.0,5.32,22,24,B+ ,3.5,B+ ,3.46
7595,"Smith, Glenn Chatmas",POLI 104B,WI16,32,0.9329999999999999,0.9329999999999999,4.77,30,30,B+ ,3.45,B ,3.25
7596,"Hill, Seth J",POLI 10D,WI16,61,0.948,0.948,4.36,58,58,B+ ,3.63,B ,3.17
7597,"Wiens, David Abram",POLI 110B,WI16,8,1.0,1.0,6.5,8,8,B+ ,3.5,B+ ,3.4
7598,"Hoston, Germaine",POLI 113B,WI16,22,0.857,0.857,6.4,19,19,B+ ,3.37,B- ,2.92
7599,"Forman, Fonna",POLI 119A,WI16,7,1.0,1.0,3.36,7,7,A ,4.0,A- ,3.81
7600,"Ferree, Karen E",POLI 11D,WI16,41,0.9490000000000001,0.9740000000000001,3.99,39,40,B+ ,3.69,B ,3.22
7601,"Magagna, Victor Valentine",POLI 120A,WI16,123,1.0,1.0,2.91,123,123,A- ,3.96,A- ,3.88
7602,"Chandler, William M.",POLI 120B,WI16,9,1.0,1.0,2.94,9,9,A- ,3.88,B ,3.17
7603,"Adida, Claire",POLI 120N,WI16,31,0.903,0.871,4.11,28,27,B+ ,3.6,B+ ,3.4
7604,"Shafir, Gershon",POLI 124,WI16,7,1.0,0.857,6.5,7,6,B+ ,3.43,B+ ,3.45
7605,"Feeley, Maureen Catherine",POLI 125,WI16,22,0.85,0.95,5.1,19,21,A- ,3.89,B+ ,3.61
7606,"Feeley, Maureen Catherine",POLI 127,WI16,21,0.9,0.95,7.7,19,20,B+ ,3.56,B+ ,3.47
7607,"Gibson, Clark C",POLI 129,WI16,8,1.0,1.0,7.5,8,8,B+ ,3.5,B+ ,3.3
7608,"Lake, David A",POLI 12D,WI16,145,0.882,0.965,5.18,128,140,B+ ,3.36,B ,3.07
7609,"Magagna, Victor Valentine",POLI 136,WI16,121,0.992,0.992,3.74,120,120,A- ,3.98,A- ,3.91
7610,"Forman, Fonna",POLI 13D,WI16,42,0.868,1.0,4.5,36,42,B+ ,3.53,B+ ,3.48
7611,"Wong, Tak Kei",POLI 140D,WI16,50,1.0,0.98,5.79,50,49,A- ,3.73,B+ ,3.7
7612,"Mares, David R",POLI 142L,WI16,11,0.5,0.6,4.25,6,7,B+ ,3.4,B ,3.06
7613,"Slantchev, Branislav",POLI 142M,WI16,45,0.9329999999999999,0.956,5.61,42,43,B+ ,3.44,B ,3.23
7614,"Mares, David R",POLI 145A,WI16,22,0.818,0.636,3.3,18,14,B+ ,3.5,C+ ,2.62
7615,"Fisk, David Lee",POLI 145C,WI16,23,0.955,0.955,5.0,22,22,B+ ,3.62,B+ ,3.59
7616,"Wong, Tak Kei",POLI 150A,WI16,106,0.902,0.912,4.95,96,97,A- ,3.7,B+ ,3.51
7617,"Schneider, Christina",POLI 151,WI16,25,0.958,1.0,5.92,24,25,B+ ,3.65,B+ ,3.34
7618,"Schneider, Christina",POLI 153,WI16,56,0.9640000000000001,0.9640000000000001,4.46,54,54,B+ ,3.55,B+ ,3.54
7619,"Roberts, Margaret Earling",POLI 170A,WI16,15,0.9329999999999999,1.0,7.36,14,15,B+ ,3.43,B+ ,3.64
7620,"LeJeune, John Louis",POLI 28,WI16,28,0.857,0.9640000000000001,4.07,24,27,B ,3.3,B+ ,3.37
7621,"Belding, Jennifer",PSYC 1,WI16,139,0.9640000000000001,0.978,4.74,134,136,B+ ,3.69,B ,3.13
7622,"Winward, Jennifer Laven",PSYC 101,WI16,228,0.9520000000000001,0.93,4.33,217,212,B+ ,3.39,B- ,3.0
7623,"Serences, John Thomas",PSYC 102,WI16,140,0.888,0.963,4.79,124,135,B+ ,3.47,B+ ,3.39
7624,"Belding, Jennifer",PSYC 104,WI16,149,0.98,0.932,5.04,146,139,B+ ,3.45,B ,3.07
7625,"Lowe, Angela Beth",PSYC 105,WI16,79,0.961,0.987,4.77,76,78,B+ ,3.44,B ,3.06
7626,"Aron, Adam",PSYC 108,WI16,21,0.75,0.7,8.5,16,15,B- ,2.95,B ,3.26
7627,"Heyman, Gail D.",PSYC 110,WI16,15,0.929,0.929,3.79,14,14,A- ,3.71,A- ,3.9
7628,"Metusalem, Ross",PSYC 111A,WI16,25,0.84,1.0,9.86,21,25,B+ ,3.56,A- ,3.77
7629,"Pashler, Harold E",PSYC 115A,WI16,10,0.875,0.75,6.5,9,8,A- ,3.75,B+ ,3.41
7630,"Winward, Jennifer Laven",PSYC 116,WI16,9,1.0,1.0,4.5,9,9,A ,4.0,A- ,3.97
7631,"Kennelly, Arthur Edwin",PSYC 120,WI16,26,0.88,0.96,9.78,23,25,B+ ,3.36,B+ ,3.7
7632,"Meyer, Stephen F",PSYC 120,WI16,26,0.88,0.96,9.78,23,25,B+ ,3.36,B+ ,3.7
7633,"Kennelly, Arthur Edwin",PSYC 121,WI16,26,0.9129999999999999,0.87,7.05,24,23,B+ ,3.5,A- ,3.76
7634,"Meyer, Stephen F",PSYC 121,WI16,26,0.9129999999999999,0.9129999999999999,7.05,24,24,B+ ,3.5,A- ,3.76
7635,"Rose, Fred E.",PSYC 125,WI16,37,0.914,1.0,5.62,34,37,B+ ,3.38,B- ,2.77
7636,"Leinenger, Mallorie Nicole",PSYC 128,WI16,26,0.8079999999999999,1.0,4.12,21,26,B ,3.19,B ,3.08
7637,"Christenfeld, Nicholas",PSYC 130,WI16,12,0.833,0.75,4.67,10,9,B+ ,3.42,B+ ,3.39
7638,"Mac Leod, Donald I.",PSYC 141,WI16,7,0.857,0.857,3.64,6,6,B+ ,3.57,B+ ,3.55
7639,"Edelman, David B",PSYC 142,WI16,18,0.833,0.722,5.09,15,13,B+ ,3.47,B ,3.21
7640,"Wixted, John T",PSYC 144,WI16,77,0.9329999999999999,0.987,3.9,72,76,B+ ,3.48,B- ,2.99
7641,"Harris, Christine Renee",PSYC 153,WI16,85,0.975,0.951,5.75,83,81,B+ ,3.49,B ,3.3
7642,"Gorman, Michael R.",PSYC 172,WI16,81,0.934,0.7759999999999999,4.34,76,63,B+ ,3.38,B ,3.07
7643,"Sammartino, Jonathan",PSYC 182,WI16,165,0.884,0.9209999999999999,5.26,146,152,B ,3.2,B- ,2.91
7644,"George, Olivier",PSYC 188,WI16,90,0.966,0.841,3.83,87,76,B+ ,3.62,B- ,3.0
7645,"Collett, Marta S",PSYC 2,WI16,92,0.7929999999999999,0.7170000000000001,4.25,73,66,B ,3.16,B- ,2.98
7646,"Willis, Jarryd Thomas",PSYC 6,WI16,262,0.976,0.885,3.74,256,232,B+ ,3.69,A- ,3.79
7647,"Lowe, Angela Beth",PSYC 60,WI16,123,0.8370000000000001,0.935,5.04,103,115,B ,3.29,B ,3.03
7648,"Dede, Adam Joseph",PSYC 60,WI16,122,0.779,0.713,4.86,95,87,B+ ,3.44,B ,3.18
7649,"Metusalem, Ross",PSYC 70,WI16,75,0.795,0.904,4.53,60,68,B ,3.12,B- ,2.99
7650,"Bass, Wayne Jeffrey",RELI 2,WI16,11,1.0,1.0,4.28,11,11,A- ,3.9,B+ ,3.63
7651,"Van Den Einde, Yael Dahlia",SE 1,WI16,112,0.855,0.8640000000000001,5.77,96,97,B ,3.16,B ,3.28
7652,"Cai, Shengqiang",SE 101A,WI16,12,1.0,0.8,8.7,12,10,B+ ,3.5,B- ,2.97
7653,"Bazilevs, Yuri",SE 101B,WI16,46,0.773,0.682,8.09,36,31,B- ,2.79,C+ ,2.62
7654,"Lanza Di Scalea, Francesco",SE 110A,WI16,50,0.98,0.92,8.66,49,46,B ,3.16,B- ,2.87
7655,"Zhu, Qiang",SE 115,WI16,93,0.943,0.943,5.77,88,88,B+ ,3.48,B ,3.13
7656,"Van Den Einde, Yael Dahlia",SE 120,WI16,81,0.595,0.622,10.11,48,50,B+ ,3.39,B+ ,3.44
7657,"Mosqueda, Gilberto",SE 130A,WI16,92,0.956,0.9440000000000001,9.47,88,87,B ,3.17,B ,3.13
7658,"Krysl, Petr",SE 131,WI16,138,0.711,0.726,7.36,98,100,B ,3.23,B+ ,3.36
7659,"Ozkula, Gulen",SE 150,WI16,64,0.963,0.5,10.62,62,32,B+ ,3.48,B ,3.04
7660,"Kosmatka, John B",SE 160A,WI16,114,0.912,0.85,10.97,104,97,B ,3.05,C+ ,2.62
7661,"Hutchinson, Tara",SE 181,WI16,49,0.813,0.7290000000000001,7.67,40,36,B ,3.09,C+ ,2.56
7662,"Kuester, Falko",SE 9,WI16,52,0.882,0.902,6.3,46,47,B+ ,3.36,B+ ,3.55
7663,"Stegman, David",SIO 1,WI16,97,0.9279999999999999,0.8759999999999999,3.13,90,85,B+ ,3.41,B+ ,3.51
7664,"Sclater, John G.",SIO 10,WI16,39,0.789,0.8420000000000001,3.47,31,33,B+ ,3.68,B+ ,3.35
7665,"Kastner, Miriam",SIO 102,WI16,19,0.895,0.8420000000000001,6.71,17,16,B+ ,3.42,B- ,2.93
7666,"Minster, Jean Bernard H.",SIO 110,WI16,15,0.9329999999999999,0.8,2.63,14,12,A- ,3.86,A- ,3.89
7667,"Palenik, Brian",SIO 126,WI16,17,0.813,0.813,4.0,14,14,B ,3.27,B- ,2.97
7668,"Landry, Michael Raymond",SIO 134,WI16,92,0.945,0.813,4.63,87,75,B+ ,3.33,B- ,2.79
7669,"Rouse, Gregory W.",SIO 147,WI16,20,0.9,1.0,3.9,18,20,B+ ,3.31,B ,3.13
7670,"Peach, Cheryl",SIO 180,WI16,9,0.778,0.778,3.61,7,7,A ,4.0,A- ,3.9
7671,"Smith, Jennifer",SIO 183,WI16,12,0.917,1.0,6.17,11,12,B+ ,3.5,B+ ,3.35
7672,"Gershunov, Alexander",SIO 20,WI16,42,0.6829999999999999,0.78,2.85,29,33,B ,3.15,B+ ,3.44
7673,"Aburto Oropeza, Marco Octavio",SIO 3,WI16,14,0.9229999999999999,0.6920000000000001,4.5,13,10,B+ ,3.44,B+ ,3.53
7674,"Driscoll, Neal W.",SIO 35,WI16,71,0.9279999999999999,0.971,2.68,66,69,B+ ,3.62,B+ ,3.46
7675,"Cook, Geoffrey W",SIO 45,WI16,72,0.971,1.0,2.56,70,72,A- ,3.93,B+ ,3.63
7676,"Medvetz, Thomas Matthew",SOCI 100,WI16,26,0.731,0.885,6.12,19,23,B+ ,3.32,B ,3.18
7677,"Mullins, Ian Michael",SOCI 104Q,WI16,8,0.857,1.0,3.5,7,8,B+ ,3.43,B+ ,3.35
7678,"Rogers, Julia Ellen",SOCI 113,WI16,109,0.907,0.879,4.33,99,96,B+ ,3.51,B ,3.25
7679,"Jones, Makeba",SOCI 117,WI16,26,1.0,1.0,4.68,26,26,A- ,3.83,A- ,3.94
7680,"Binder, Amy",SOCI 126,WI16,8,1.0,1.0,4.0,8,8,A- ,3.83,B ,3.1
7681,"Haydu, Jeffrey Miles",SOCI 137,WI16,88,0.851,0.851,3.92,75,75,B+ ,3.51,B+ ,3.4
7682,"Ribas Norris, Janet Vanesa",SOCI 139,WI16,29,0.857,0.893,5.21,25,26,B+ ,3.68,B+ ,3.66
7683,"Ng, Kwai",SOCI 140,WI16,28,0.893,0.9640000000000001,4.71,25,27,B+ ,3.44,B+ ,3.52
7684,"Dauber Griffin, Andrea Ste",SOCI 145,WI16,18,1.0,0.941,4.74,18,17,B+ ,3.56,B+ ,3.43
7685,"Scull, Andrew",SOCI 150,WI16,22,0.895,0.789,3.45,20,17,B ,3.11,B ,3.15
7686,"Medvetz, Thomas Matthew",SOCI 160,WI16,10,0.778,1.0,4.5,8,10,B+ ,3.5,B ,3.14
7687,"Lawston, Jodie M",SOCI 184,WI16,36,0.8859999999999999,0.8859999999999999,3.7,32,32,A- ,3.81,A- ,3.86
7688,"Zamosc, Leon",SOCI 185,WI16,16,0.938,0.938,2.5,15,15,B+ ,3.44,B ,3.29
7689,"Jules-Rosette, Bennetta W.",SOCI 188E,WI16,24,0.955,0.8640000000000001,5.14,23,21,B+ ,3.61,A- ,3.73
7690,"Bender, Erica Christi",SOCI 2,WI16,66,0.8909999999999999,0.875,5.01,59,58,B+ ,3.49,B ,3.24
7691,"Ribas Norris, Janet Vanesa",SOCI 60,WI16,35,0.6759999999999999,0.853,4.31,24,30,B+ ,3.46,B+ ,3.63
7692,"Lewis, Kevin Michael",SOCI 70,WI16,83,0.988,0.988,4.62,82,82,A- ,3.74,B+ ,3.68
7693,"Walsh, Kim C.",TDAC 1,WI16,10,0.889,0.778,3.17,9,8,B+ ,3.67,B+ ,3.57
7694,"Walsh, Kim C.",TDAC 1,WI16,6,1.0,1.0,6.9,6,6,A- ,3.83,B+ ,3.57
7695,"Walsh, Kim C.",TDAC 1,WI16,9,1.0,1.0,4.06,9,9,A ,4.0,B+ ,3.57
7696,"Walsh, Kim C.",TDAC 1,WI16,5,1.0,0.75,3.5,5,4,A ,4.0,B+ ,3.57
7697,"Walsh, Kim C.",TDAC 1,WI16,13,1.0,1.0,3.23,13,13,A- ,3.73,B+ ,3.57
7698,"Walsh, Kim C.",TDAC 1,WI16,17,0.929,0.857,3.79,16,15,A ,4.0,B+ ,3.57
7699,"Walsh, Kim C.",TDAC 1,WI16,17,1.0,1.0,4.62,17,17,A ,4.0,B+ ,3.57
7700,"Walsh, Kim C.",TDAC 1,WI16,8,1.0,1.0,2.25,8,8,A- ,3.88,B+ ,3.57
7701,"Walsh, Kim C.",TDAC 1,WI16,9,1.0,1.0,5.39,9,9,A- ,3.89,B+ ,3.57
7702,"Walsh, Kim C.",TDAC 1,WI16,14,0.929,1.0,2.64,13,14,A- ,3.8,B+ ,3.57
7703,"Salovey, Todd",TDAC 101,WI16,15,1.0,1.0,4.5,15,15,A ,4.0,A- ,3.94
7704,"Guirguis, Mark C",TDDE 1,WI16,35,0.897,1.0,4.57,31,35,A- ,3.92,B+ ,3.59
7705,"Porter, Lisa",TDDR 101,WI16,22,0.955,1.0,2.68,21,22,A- ,3.77,A- ,3.76
7706,"Salovey, Todd",TDGE 1,WI16,71,0.884,0.9279999999999999,2.95,63,66,A- ,3.84,A- ,3.7
7707,"Salimi, Rana",TDGE 11,WI16,50,0.875,0.917,2.59,44,46,B+ ,3.58,B+ ,3.52
7708,"Rubinstein, Kim",TDGE 5,WI16,35,1.0,1.0,1.4,35,35,A- ,3.9,A- ,3.88
7709,"Roxworthy, Emily",TDHT 103,WI16,31,0.828,1.0,4.57,26,31,A- ,3.83,B+ ,3.42
7710,"Smarr, Janet L.",TDHT 22,WI16,31,0.75,0.893,4.57,23,28,A- ,3.74,B+ ,3.46
7711,"Valerdi, Natalia",TDMV 1,WI16,16,0.917,0.833,1.67,15,13,A- ,3.82,A- ,3.85
7712,"Valerdi, Natalia",TDMV 1,WI16,27,1.0,1.0,1.91,27,27,A- ,3.78,A- ,3.85
7713,"Weinberg, Sadie",TDMV 110,WI16,10,1.0,1.0,1.25,10,10,A ,4.0,A- ,3.95
7714,"Jun, Grace Shin Hae",TDMV 138,WI16,13,1.0,1.0,1.5,13,13,A- ,3.91,A- ,3.86
7715,"Valero, Oscar",TDMV 142,WI16,13,0.9229999999999999,0.846,2.65,12,11,B+ ,3.58,A- ,3.79
7716,"Caligagan, Maria T.",TDMV 142,WI16,19,1.0,1.0,4.61,19,19,A- ,3.93,A- ,3.91
7717,"Caligagan, Tony",TDMV 142,WI16,14,1.0,0.9229999999999999,3.88,14,13,A- ,3.82,A- ,3.93
7718,"Foster-King, Sandra",TDMV 143,WI16,10,0.9,1.0,1.9,9,10,A ,4.0,A- ,3.71
7719,"Caligagan, Tony",TDMV 146,WI16,8,1.0,0.857,3.07,8,7,A ,4.0,A- ,3.95
7720,"Clancy, Liam",TDMV 2,WI16,21,0.9440000000000001,1.0,3.17,20,21,A- ,3.81,A- ,3.76
7721,"Clancy, Liam",TDMV 2,WI16,8,1.0,1.0,4.83,8,8,A- ,3.75,A- ,3.76
7722,"Geiger, Eric",TDMV 2,WI16,14,1.0,1.0,0.96,14,14,A ,4.0,B+ ,3.69
7723,"Rincon, Alicia",TDMV 3,WI16,9,1.0,1.0,0.5,9,9,A- ,3.75,A- ,3.96
7724,"Arcidiacono, Kristin",TDMV 3,WI16,18,1.0,1.0,2.28,18,18,A ,4.0,A- ,3.96
7725,"Guirguis, Mark C",TDPR 6,WI16,16,0.9329999999999999,1.0,2.79,15,16,A- ,3.92,A- ,3.87
7726,"Wilson, Terry A.",TDTR 10,WI16,23,0.9570000000000001,0.9570000000000001,2.5,22,22,A- ,3.95,A- ,3.75
7727,"Zhiri, Oumelbanine",TWS 25,WI16,29,0.741,0.778,4.19,21,23,B+ ,3.47,B ,3.24
7728,"Bovino, Emily Verla",USP 100,WI16,30,0.828,0.9309999999999999,6.78,25,28,A- ,3.72,B+ ,3.57
7729,"Bussell, Mirle Rabinowitz",USP 137,WI16,22,1.0,1.0,5.93,22,22,A- ,3.82,A- ,3.76
7730,"Lewis, Leslie R",USP 143,WI16,70,0.955,0.97,5.26,67,68,B+ ,3.4,B ,3.18
7731,"Hinds, Juli Beth",USP 171,WI16,29,0.893,1.0,3.94,26,29,A- ,3.75,B+ ,3.35
7732,"Leiter, Robert A.",USP 171,WI16,29,0.893,0.929,3.94,26,27,A- ,3.75,B+ ,3.35
7733,"Peerson, Susan",USP 179,WI16,11,1.0,0.909,10.1,11,10,A- ,3.8,A- ,3.71
7734,"Pezzoli, Keith",USP 187,WI16,20,0.706,0.8240000000000001,8.74,14,16,B+ ,3.59,B+ ,3.64
7735,"Wartell, Julie Dara",USP 191,WI16,9,1.0,1.0,6.06,9,9,B+ ,3.67,B+ ,3.55
7736,"Lewis, Leslie R",USP 2,WI16,59,0.914,0.966,3.98,54,57,B+ ,3.6,A- ,3.92
7737,"Cartwright, Lisa",VIS 111,WI16,107,0.6920000000000001,0.9129999999999999,3.15,74,98,A- ,3.81,A- ,3.75
7738,"Newsome, Elizabeth Ann",VIS 126I,WI16,22,1.0,1.0,3.23,22,22,A- ,3.81,B+ ,3.39
7739,"Park, Kyong Dong",VIS 127A,WI16,16,0.643,0.5710000000000001,2.36,10,9,B+ ,3.69,A- ,3.73
7740,"Bryson, William N",VIS 127N,WI16,32,0.8440000000000001,0.938,5.6,27,30,B+ ,3.58,B ,3.11
7741,"Cruz, Edwin Teddy",VIS 128C,WI16,15,0.9329999999999999,1.0,3.97,14,15,A ,4.0,A- ,3.83
7742,"Bratton, Benjamin H.",VIS 140,WI16,66,0.81,0.857,4.18,53,57,B+ ,3.47,B+ ,3.63
7743,"Wade, Nathan S",VIS 145A,WI16,30,0.767,0.867,5.74,23,26,B+ ,3.48,B+ ,3.62
7744,"Cartwright, Lisa",VIS 159,WI16,62,0.8909999999999999,0.9640000000000001,4.5,55,60,A- ,3.76,B+ ,3.68
7745,"Cross, Brian R",VIS 165,WI16,17,0.882,0.941,6.62,15,16,B+ ,3.45,B+ ,3.39
7746,"Caplan, Lana Z",VIS 174,WI16,8,1.0,1.0,7.07,8,8,A- ,3.86,B+ ,3.57
7747,"Torres, Josefina E",VIS 174,WI16,10,0.889,0.778,13.83,9,8,A- ,3.78,B ,3.27
7748,"Cho, Erica",VIS 175,WI16,11,1.0,0.909,6.14,11,10,B+ ,3.55,B+ ,3.37
7749,"Torres, Josefina E",VIS 177,WI16,10,1.0,1.0,7.9,10,10,B+ ,3.6,B ,3.28
7750,"Cross, Brian R",VIS 180B,WI16,18,1.0,1.0,7.38,18,18,A- ,3.75,B+ ,3.58
7751,"Dominguez, Ricardo",VIS 2,WI16,58,0.623,0.509,3.56,36,30,B+ ,3.63,B+ ,3.67
7752,"Shen, Kuiyi",VIS 21B,WI16,97,0.862,0.787,3.79,84,76,A- ,3.82,A- ,3.79
7753,"Bryson, William N",VIS 22,WI16,96,0.904,0.9259999999999999,4.28,87,89,B+ ,3.51,B+ ,3.49
7754,"Bratton, Benjamin H.",VIS 30,WI16,20,0.9470000000000001,0.895,4.71,19,18,B+ ,3.69,A- ,3.91
7755,"Stalbaum, Brett",VIS 40,WI16,25,0.875,0.875,4.75,22,22,A- ,3.73,B+ ,3.66
7756,"Caplan, Lana Z",VIS 60,WI16,94,0.782,0.47100000000000003,5.21,74,44,B+ ,3.59,B+ ,3.31
7757,"Gocsik, Karen Marie",WCWP 10A,WI16,97,0.7240000000000001,0.897,8.18,70,87,B ,3.24,B- ,2.95
7758,"Gocsik, Karen Marie",WCWP 10B,WI16,116,0.68,0.845,7.16,79,98,B ,3.2,B ,3.07
7759,"Braswell, Geoffrey E.",ANAR 154,FA15,23,0.9129999999999999,0.9570000000000001,3.02,21,22,B+ ,3.38,B ,3.24
7760,"Lafleur, Marni M",ANBI 116,FA15,15,1.0,1.0,3.97,15,15,B+ ,3.57,B+ ,3.44
7761,"Haviland, John B.",ANSC 118,FA15,10,0.7,0.9,6.1,7,9,B ,3.0,B ,3.24
7762,"Klimova, Julia Germanovna",ANSC 121,FA15,9,0.889,0.889,4.75,8,8,B+ ,3.67,B+ ,3.45
7763,"Varma, Saiba",ANSC 148,FA15,48,0.9129999999999999,0.87,5.59,44,42,B+ ,3.36,B ,3.27
7764,"Pedersen, David",ANSC 175,FA15,9,1.0,1.0,3.0,9,9,A- ,3.75,A- ,3.73
7765,"Goldstein, Paul S",ANTH 101,FA15,43,0.767,0.7909999999999999,3.83,33,34,B+ ,3.41,B ,3.29
7766,"Lafleur, Marni M",ANTH 2,FA15,73,0.9440000000000001,0.986,3.65,69,72,B+ ,3.5,B ,3.12
7767,"Klimova, Julia Germanovna",ANTH 21,FA15,78,0.9009999999999999,0.7040000000000001,4.27,70,55,A- ,3.73,B+ ,3.52
7768,"Lewis, Leslie R",ANTH 23,FA15,124,0.922,0.922,3.95,114,114,A- ,3.76,B+ ,3.68
7769,"Stewart, Alexander B",ANTH 23,FA15,89,0.807,0.855,4.09,72,76,B+ ,3.42,B+ ,3.6
7770,"Mc Culloch, Andrew Douglas",BENG 110,FA15,39,0.8059999999999999,0.6940000000000001,7.68,31,27,B+ ,3.5,A- ,3.77
7771,"Metallo, Christian Michael",BENG 122A,FA15,20,0.9470000000000001,1.0,7.03,19,20,B+ ,3.58,B+ ,3.49
7772,"Coleman, Todd Prentice",BENG 134,FA15,20,0.8420000000000001,0.684,9.5,17,14,B ,3.05,B ,3.23
7773,"Lal, Ratnesh",BENG 141,FA15,34,0.882,0.853,5.56,30,29,A- ,3.79,B+ ,3.5
7774,"Cabrales, Pedro",BENG 147A,FA15,5,1.0,1.0,8.1,5,5,A ,4.0,A- ,3.81
7775,"Cauwenberghs, Gert",BENG 147A,FA15,5,1.0,1.0,8.1,5,5,A ,4.0,A- ,3.81
7776,"Fraley, Stephanie I.",BENG 161A,FA15,52,0.9620000000000001,0.9420000000000001,9.15,50,49,B ,3.16,B- ,2.84
7777,"Mali, Prashant Gulab Ram",BENG 162,FA15,26,0.81,0.9520000000000001,6.9,21,25,B+ ,3.6,B+ ,3.53
7778,"Mercola, Mark",BENG 162,FA15,27,0.81,0.9520000000000001,6.9,22,26,B+ ,3.6,B+ ,3.53
7779,"Varghese, Shyni",BENG 166A,FA15,53,0.9620000000000001,0.981,5.56,51,52,A- ,3.72,B ,3.22
7780,"Zhong, Sheng",BENG 183,FA15,57,0.8420000000000001,0.877,4.43,48,50,B+ ,3.42,A- ,3.75
7781,"Wheeler, Bruce Christopher",BENG 2,FA15,13,0.7,0.8,5.3,9,10,B+ ,3.45,B+ ,3.55
7782,"Schmelz, Eric Alexander",BIBC 102,FA15,158,0.804,0.68,8.3,127,107,B ,3.21,C+ ,2.43
7783,"Hampton, Randolph Y.",BIBC 102,FA15,180,0.9359999999999999,0.9359999999999999,7.78,168,168,B+ ,3.33,B- ,2.84
7784,"Soowal, Lara",BIBC 103,FA15,25,0.76,0.72,6.42,19,18,B- ,2.92,B- ,2.86
7785,"Soowal, Lara",BIBC 103,FA15,30,0.857,0.75,5.91,26,22,B ,3.07,B- ,2.86
7786,"Coleman, Aaron B.",BIBC 103,FA15,65,0.938,0.9840000000000001,6.84,61,64,B ,3.22,B ,3.27
7787,"Coleman, Aaron B.",BIBC 103,FA15,66,0.938,0.9690000000000001,6.98,62,64,B+ ,3.38,B ,3.27
7788,"Reuther, Keefe",BICD 100,FA15,318,0.972,0.975,5.63,309,310,B+ ,3.49,B ,3.24
7789,"Bozinovic, Goran",BICD 100,FA15,188,0.92,0.7140000000000001,6.13,173,134,B ,3.14,B ,3.04
7790,"Kiger, Amy",BICD 110,FA15,158,0.787,0.677,7.05,124,107,B ,3.25,B- ,2.99
7791,"Rifkin, Scott",BIEB 100,FA15,81,0.667,0.64,7.06,54,52,B ,3.15,B- ,2.73
7792,"Shurin, Jonathan",BIEB 102,FA15,117,0.894,0.858,5.59,105,100,B ,3.09,B- ,2.73
7793,"Cleland, Elsa Eleanor",BIEB 121,FA15,8,1.0,1.0,4.79,8,8,B+ ,3.57,B+ ,3.38
7794,"Kohn, Joshua R",BIEB 126,FA15,39,0.9209999999999999,0.868,4.78,36,34,B ,3.14,B- ,2.87
7795,"Holway, David A.",BIEB 128,FA15,51,0.9790000000000001,0.9790000000000001,4.89,50,50,B ,3.2,B- ,2.84
7796,"Reuther, Keefe",BILD 1,FA15,189,0.9520000000000001,0.9520000000000001,5.77,180,180,B ,3.28,B- ,2.97
7797,"Mel, Stephanie",BILD 1,FA15,132,0.9840000000000001,0.929,5.51,130,123,B+ ,3.41,B- ,2.85
7798,"Reinagel, Pam",BILD 12,FA15,57,0.642,0.528,4.5,37,30,B+ ,3.35,B+ ,3.34
7799,"Wasserman, Steven A.",BILD 2,FA15,167,0.94,0.9279999999999999,6.82,157,155,B ,3.07,B- ,2.76
7800,"Fortes, P. A. George",BILD 2,FA15,32,0.9329999999999999,0.467,5.1,30,15,B+ ,3.38,C+ ,2.59
7801,"Kurle, Carolyn M.",BILD 3,FA15,232,0.951,0.987,4.47,221,229,B+ ,3.47,B- ,2.97
